2013-07-31 00:00:00,0
2013-07-31 00:00:15,0
2013-07-31 00:00:30,0
2013-07-31 00:00:45,0
2013-07-31 00:01:00,0
2013-07-31 00:01:15,0
2013-07-31 00:01:30,0
2013-07-31 00:01:45,0
2013-07-31 00:02:00,0
2013-07-31 00:02:15,0
2013-07-31 00:02:30,0
2013-07-31 00:02:45,0
2013-07-31 00:03:00,0
2013-07-31 00:03:15,0
2013-07-31 00:03:30,0
2013-07-31 00:03:45,0
2013-07-31 00:04:00,0
2013-07-31 00:04:15,0
2013-07-31 00:04:30,0
2013-07-31 00:04:45,0
2013-07-31 00:05:00,0
2013-07-31 00:05:15,0
2013-07-31 00:05:30,0
2013-07-31 00:05:45,0
2013-07-31 00:06:00,0
2013-07-31 00:06:15,0
2013-07-31 00:06:30,0
2013-07-31 00:06:45,0
2013-07-31 00:07:00,0
2013-07-31 00:07:15,0
2013-07-31 00:07:30,0
2013-07-31 00:07:45,0
2013-07-31 00:08:00,0
2013-07-31 00:08:30,0
2013-07-31 00:08:15,0
2013-07-31 00:08:45,0
2013-07-31 00:09:00,0
2013-07-31 00:09:15,0
2013-07-31 00:09:45,0
2013-07-31 00:09:30,0
2013-07-31 00:10:00,0
2013-07-31 00:10:15,0
2013-07-31 00:10:30,0
2013-07-31 00:10:45,0
2013-07-31 00:11:00,0
2013-07-31 00:11:15,0
2013-07-31 00:11:30,0
2013-07-31 00:11:45,0
2013-07-31 00:12:00,0
2013-07-31 00:12:15,0
2013-07-31 00:12:30,0
2013-07-31 00:12:45,0
2013-07-31 00:13:00,0
2013-07-31 00:13:15,0
2013-07-31 00:13:30,0
2013-07-31 00:13:45,0
2013-07-31 00:14:00,0
2013-07-31 00:14:15,0
2013-07-31 00:14:30,0
2013-07-31 00:14:45,0
2013-07-31 00:15:00,0
2013-07-31 00:15:15,0
2013-07-31 00:15:30,0
2013-07-31 00:15:45,0
2013-07-31 00:16:00,0
2013-07-31 00:16:15,0
2013-07-31 00:16:30,0
2013-07-31 00:16:45,0
2013-07-31 00:17:00,0
2013-07-31 00:17:45,0
2013-07-31 00:17:30,0
2013-07-31 00:17:15,0
2013-07-31 00:18:00,0
2013-07-31 00:18:15,0
2013-07-31 00:18:30,0
2013-07-31 00:18:45,0
2013-07-31 00:19:00,0
2013-07-31 00:19:15,0
2013-07-31 00:19:30,0
2013-07-31 00:19:45,0
2013-07-31 00:20:00,0
2013-07-31 00:20:15,0
2013-07-31 00:20:30,0
2013-07-31 00:20:45,0
2013-07-31 00:21:00,0
2013-07-31 00:21:15,0
2013-07-31 00:21:30,0
2013-07-31 00:21:45,0
2013-07-31 00:22:00,0
2013-07-31 00:22:15,0
2013-07-31 00:22:30,0
2013-07-31 00:22:45,0
2013-07-31 00:23:00,0
2013-07-31 00:23:15,0
2013-07-31 00:23:30,0
2013-07-31 00:23:45,0
2013-07-31 00:24:00,0
2013-07-31 00:24:15,0
2013-07-31 00:24:30,0
2013-07-31 00:24:45,0
2013-07-31 00:25:00,0
2013-07-31 00:25:15,0
2013-07-31 00:25:30,0
2013-07-31 00:25:45,0
2013-07-31 00:26:45,0
2013-07-31 00:26:30,0
2013-07-31 00:26:15,0
2013-07-31 00:26:00,0
2013-07-31 00:27:00,0
2013-07-31 00:27:15,0
2013-07-31 00:27:30,0
2013-07-31 00:27:45,0
2013-07-31 00:28:00,0
2013-07-31 00:28:15,0
2013-07-31 00:28:30,0
2013-07-31 00:28:45,0
2013-07-31 00:29:00,0
2013-07-31 00:29:15,0
2013-07-31 00:29:30,0
2013-07-31 00:29:45,0
2013-07-31 00:30:00,0
2013-07-31 00:30:15,0
2013-07-31 00:30:30,0
2013-07-31 00:30:45,0
2013-07-31 00:31:00,0
2013-07-31 00:31:15,0
2013-07-31 00:31:30,0
2013-07-31 00:31:45,0
2013-07-31 00:32:00,0
2013-07-31 00:32:15,0
2013-07-31 00:32:30,0
2013-07-31 00:32:45,0
2013-07-31 00:33:00,0
2013-07-31 00:33:15,0
2013-07-31 00:33:30,0
2013-07-31 00:33:45,0
2013-07-31 00:34:00,0
2013-07-31 00:34:15,0
2013-07-31 00:34:30,0
2013-07-31 00:34:45,0
2013-07-31 00:35:00,0
2013-07-31 00:35:15,0
2013-07-31 00:35:30,0
2013-07-31 00:35:45,0
2013-07-31 00:36:00,0
2013-07-31 00:36:15,0
2013-07-31 00:36:30,0
2013-07-31 00:36:45,0
2013-07-31 00:37:00,0
2013-07-31 00:37:15,0
2013-07-31 00:37:30,0
2013-07-31 00:37:45,0
2013-07-31 00:38:00,0
2013-07-31 00:38:15,0
2013-07-31 00:38:30,0
2013-07-31 00:38:45,0
2013-07-31 00:39:00,0
2013-07-31 00:39:15,0
2013-07-31 00:39:30,0
2013-07-31 00:39:45,0
2013-07-31 00:40:00,0
2013-07-31 00:40:15,0
2013-07-31 00:40:30,0
2013-07-31 00:40:45,0
2013-07-31 00:41:00,0
2013-07-31 00:41:15,0
2013-07-31 00:41:30,0
2013-07-31 00:41:45,0
2013-07-31 00:42:00,0
2013-07-31 00:42:15,0
2013-07-31 00:42:30,0
2013-07-31 00:42:45,0
2013-07-31 00:43:00,0
2013-07-31 00:43:15,0
2013-07-31 00:43:30,0
2013-07-31 00:43:45,0
2013-07-31 00:44:00,0
2013-07-31 00:44:15,0
2013-07-31 00:44:30,0
2013-07-31 00:44:45,0
2013-07-31 00:45:00,0
2013-07-31 00:45:15,0
2013-07-31 00:45:30,0
2013-07-31 00:45:45,0
2013-07-31 00:46:00,0
2013-07-31 00:46:15,0
2013-07-31 00:46:30,0
2013-07-31 00:46:45,0
2013-07-31 00:47:00,0
2013-07-31 00:47:15,0
2013-07-31 00:47:30,0
2013-07-31 00:47:45,0
2013-07-31 00:48:00,0
2013-07-31 00:48:15,0
2013-07-31 00:48:30,0
2013-07-31 00:48:45,0
2013-07-31 00:49:00,0
2013-07-31 00:49:15,0
2013-07-31 00:49:30,0
2013-07-31 00:49:45,0
2013-07-31 00:50:00,0
2013-07-31 00:50:15,0
2013-07-31 00:50:30,0
2013-07-31 00:50:45,0
2013-07-31 00:51:00,0
2013-07-31 00:51:15,0
2013-07-31 00:51:30,0
2013-07-31 00:51:45,0
2013-07-31 00:52:00,0
2013-07-31 00:52:15,0
2013-07-31 00:52:30,0
2013-07-31 00:52:45,0
2013-07-31 00:53:00,0
2013-07-31 00:53:15,0
2013-07-31 00:53:30,0
2013-07-31 00:53:45,0
2013-07-31 00:54:00,0
2013-07-31 00:54:15,0
2013-07-31 00:54:30,0
2013-07-31 00:54:45,0
2013-07-31 00:55:00,0
2013-07-31 00:55:15,0
2013-07-31 00:55:30,0
2013-07-31 00:55:45,0
2013-07-31 00:56:00,0
2013-07-31 00:56:15,0
2013-07-31 00:56:30,0
2013-07-31 00:56:45,0
2013-07-31 00:57:00,0
2013-07-31 00:57:15,0
2013-07-31 00:57:30,0
2013-07-31 00:57:45,0
2013-07-31 00:58:00,0
2013-07-31 00:58:15,0
2013-07-31 00:58:30,0
2013-07-31 00:58:45,0
2013-07-31 00:59:00,0
2013-07-31 00:59:15,0
2013-07-31 00:59:30,0
2013-07-31 00:59:45,0
2013-07-31 01:00:00,0
2013-07-31 01:00:15,0
2013-07-31 01:00:30,0
2013-07-31 01:00:45,0
2013-07-31 01:01:00,0
2013-07-31 01:01:15,0
2013-07-31 01:01:30,0
2013-07-31 01:01:45,0
2013-07-31 01:02:00,0
2013-07-31 01:02:15,0
2013-07-31 01:02:30,0
2013-07-31 01:02:45,0
2013-07-31 01:03:00,0
2013-07-31 01:03:15,0
2013-07-31 01:03:30,0
2013-07-31 01:03:45,0
2013-07-31 01:04:00,0
2013-07-31 01:04:15,0
2013-07-31 01:04:30,0
2013-07-31 01:04:45,0
2013-07-31 01:05:00,0
2013-07-31 01:05:15,0
2013-07-31 01:05:30,0
2013-07-31 01:05:45,0
2013-07-31 01:06:00,0
2013-07-31 01:06:15,0
2013-07-31 01:06:30,0
2013-07-31 01:06:45,0
2013-07-31 01:07:00,0
2013-07-31 01:07:15,0
2013-07-31 01:07:30,0
2013-07-31 01:07:45,0
2013-07-31 01:08:00,0
2013-07-31 01:08:15,0
2013-07-31 01:08:30,0
2013-07-31 01:08:45,0
2013-07-31 01:09:00,0
2013-07-31 01:09:15,0
2013-07-31 01:09:30,0
2013-07-31 01:09:45,0
2013-07-31 01:10:00,0
2013-07-31 01:10:15,0
2013-07-31 01:10:30,0
2013-07-31 01:10:45,0
2013-07-31 01:11:00,0
2013-07-31 01:11:15,0
2013-07-31 01:11:30,0
2013-07-31 01:11:45,0
2013-07-31 01:12:00,0
2013-07-31 01:12:15,0
2013-07-31 01:12:30,0
2013-07-31 01:12:45,0
2013-07-31 01:13:00,0
2013-07-31 01:13:15,0
2013-07-31 01:13:30,0
2013-07-31 01:13:45,0
2013-07-31 01:14:00,0
2013-07-31 01:14:15,0
2013-07-31 01:14:30,0
2013-07-31 01:14:45,0
2013-07-31 01:15:00,0
2013-07-31 01:15:15,0
2013-07-31 01:15:30,0
2013-07-31 01:15:45,0
2013-07-31 01:16:00,0
2013-07-31 01:16:15,0
2013-07-31 01:16:30,0
2013-07-31 01:16:45,0
2013-07-31 01:17:00,0
2013-07-31 01:17:15,0
2013-07-31 01:17:30,0
2013-07-31 01:17:45,0
2013-07-31 01:18:00,0
2013-07-31 01:18:15,0
2013-07-31 01:18:30,0
2013-07-31 01:18:45,0
2013-07-31 01:19:30,0
2013-07-31 01:19:15,0
2013-07-31 01:19:00,0
2013-07-31 01:19:45,0
2013-07-31 01:20:00,0
2013-07-31 01:20:15,0
2013-07-31 01:20:30,0
2013-07-31 01:20:45,0
2013-07-31 01:21:00,0
2013-07-31 01:21:15,0
2013-07-31 01:21:30,0
2013-07-31 01:21:45,0
2013-07-31 01:22:00,0
2013-07-31 01:22:15,0
2013-07-31 01:22:30,0
2013-07-31 01:22:45,0
2013-07-31 01:23:00,0
2013-07-31 01:23:15,0
2013-07-31 01:23:30,0
2013-07-31 01:23:45,0
2013-07-31 01:24:00,0
2013-07-31 01:24:15,0
2013-07-31 01:24:30,0
2013-07-31 01:24:45,0
2013-07-31 01:25:00,0
2013-07-31 01:25:15,0
2013-07-31 01:25:30,0
2013-07-31 01:25:45,0
2013-07-31 01:26:00,0
2013-07-31 01:26:15,0
2013-07-31 01:26:30,0
2013-07-31 01:26:45,0
2013-07-31 01:27:00,0
2013-07-31 01:27:15,0
2013-07-31 01:27:30,0
2013-07-31 01:27:45,0
2013-07-31 01:28:00,0
2013-07-31 01:28:15,0
2013-07-31 01:28:30,0
2013-07-31 01:28:45,0
2013-07-31 01:29:00,0
2013-07-31 01:29:15,0
2013-07-31 01:29:30,0
2013-07-31 01:29:45,0
2013-07-31 01:30:00,0
2013-07-31 01:30:15,0
2013-07-31 01:30:30,0
2013-07-31 01:30:45,0
2013-07-31 01:31:00,0
2013-07-31 01:31:15,0
2013-07-31 01:31:30,0
2013-07-31 01:31:45,0
2013-07-31 01:32:00,0
2013-07-31 01:32:15,0
2013-07-31 01:32:30,0
2013-07-31 01:32:45,0
2013-07-31 01:33:00,0
2013-07-31 01:33:15,0
2013-07-31 01:33:30,0
2013-07-31 01:33:45,0
2013-07-31 01:34:00,0
2013-07-31 01:34:15,0
2013-07-31 01:34:30,0
2013-07-31 01:34:45,0
2013-07-31 01:35:00,0
2013-07-31 01:35:15,0
2013-07-31 01:35:30,0
2013-07-31 01:35:45,0
2013-07-31 01:36:00,0
2013-07-31 01:36:15,0
2013-07-31 01:36:30,0
2013-07-31 01:36:45,0
2013-07-31 01:37:00,0
2013-07-31 01:37:15,0
2013-07-31 01:37:30,0
2013-07-31 01:37:45,0
2013-07-31 01:38:00,0
2013-07-31 01:38:15,0
2013-07-31 01:38:30,0
2013-07-31 01:38:45,0
2013-07-31 01:39:00,0
2013-07-31 01:39:15,0
2013-07-31 01:39:30,0
2013-07-31 01:39:45,0
2013-07-31 01:40:00,0
2013-07-31 01:40:15,0
2013-07-31 01:40:30,0
2013-07-31 01:40:45,0
2013-07-31 01:41:00,0
2013-07-31 01:41:15,0
2013-07-31 01:41:30,0
2013-07-31 01:41:45,0
2013-07-31 01:42:00,0
2013-07-31 01:42:15,0
2013-07-31 01:42:30,0
2013-07-31 01:42:45,0
2013-07-31 01:43:00,0
2013-07-31 01:43:15,0
2013-07-31 01:43:30,0
2013-07-31 01:43:45,0
2013-07-31 01:44:00,0
2013-07-31 01:44:15,0
2013-07-31 01:44:30,0
2013-07-31 01:44:45,0
2013-07-31 01:45:00,0
2013-07-31 01:45:15,0
2013-07-31 01:45:30,0
2013-07-31 01:45:45,0
2013-07-31 01:46:00,0
2013-07-31 01:46:15,0
2013-07-31 01:46:30,0
2013-07-31 01:46:45,0
2013-07-31 01:47:00,0
2013-07-31 01:47:15,0
2013-07-31 01:47:30,0
2013-07-31 01:47:45,0
2013-07-31 01:48:00,0
2013-07-31 01:48:15,0
2013-07-31 01:48:30,0
2013-07-31 01:48:45,0
2013-07-31 01:49:00,0
2013-07-31 01:49:15,0
2013-07-31 01:49:30,0
2013-07-31 01:49:45,0
2013-07-31 01:50:00,0
2013-07-31 01:50:15,0
2013-07-31 01:50:30,0
2013-07-31 01:50:45,0
2013-07-31 01:51:00,0
2013-07-31 01:51:15,0
2013-07-31 01:51:30,0
2013-07-31 01:51:45,0
2013-07-31 01:52:00,0
2013-07-31 01:52:15,0
2013-07-31 01:52:30,0
2013-07-31 01:52:45,0
2013-07-31 01:53:00,0
2013-07-31 01:53:15,0
2013-07-31 01:53:30,0
2013-07-31 01:53:45,0
2013-07-31 01:54:00,0
2013-07-31 01:54:15,0
2013-07-31 01:54:30,0
2013-07-31 01:54:45,0
2013-07-31 01:55:00,0
2013-07-31 01:55:15,0
2013-07-31 01:55:30,0
2013-07-31 01:55:45,0
2013-07-31 01:56:00,0
2013-07-31 01:56:15,0
2013-07-31 01:56:30,0
2013-07-31 01:56:45,0
2013-07-31 01:57:00,0
2013-07-31 01:57:15,0
2013-07-31 01:57:30,0
2013-07-31 01:57:45,0
2013-07-31 01:58:00,0
2013-07-31 01:58:15,0
2013-07-31 01:58:30,0
2013-07-31 01:58:45,0
2013-07-31 01:59:00,0
2013-07-31 01:59:15,0
2013-07-31 01:59:30,0
2013-07-31 01:59:45,0
2013-07-31 02:00:00,0
2013-07-31 02:00:15,0
2013-07-31 02:00:30,0
2013-07-31 02:00:45,0
2013-07-31 02:01:00,0
2013-07-31 02:01:15,0
2013-07-31 02:01:30,0
2013-07-31 02:01:45,0
2013-07-31 02:02:00,0
2013-07-31 02:02:15,0
2013-07-31 02:02:30,0
2013-07-31 02:02:45,0
2013-07-31 02:03:00,0
2013-07-31 02:03:15,0
2013-07-31 02:03:30,0
2013-07-31 02:03:45,0
2013-07-31 02:04:00,0
2013-07-31 02:04:15,0
2013-07-31 02:04:30,0
2013-07-31 02:04:45,0
2013-07-31 02:05:00,0
2013-07-31 02:05:15,0
2013-07-31 02:05:30,0
2013-07-31 02:05:45,0
2013-07-31 02:06:00,0
2013-07-31 02:06:15,0
2013-07-31 02:06:45,0
2013-07-31 02:06:30,0
2013-07-31 02:07:00,0
2013-07-31 02:07:15,0
2013-07-31 02:07:30,0
2013-07-31 02:07:45,0
2013-07-31 02:08:00,0
2013-07-31 02:08:15,0
2013-07-31 02:08:30,0
2013-07-31 02:08:45,0
2013-07-31 02:09:00,0
2013-07-31 02:09:15,0
2013-07-31 02:09:30,0
2013-07-31 02:09:45,0
2013-07-31 02:10:00,0
2013-07-31 02:10:15,0
2013-07-31 02:10:30,0
2013-07-31 02:10:45,0
2013-07-31 02:11:00,0
2013-07-31 02:11:15,0
2013-07-31 02:11:30,0
2013-07-31 02:11:45,0
2013-07-31 02:12:00,0
2013-07-31 02:12:15,0
2013-07-31 02:12:30,0
2013-07-31 02:12:45,0
2013-07-31 02:13:00,0
2013-07-31 02:13:15,0
2013-07-31 02:13:30,0
2013-07-31 02:13:45,0
2013-07-31 02:14:00,0
2013-07-31 02:14:15,0
2013-07-31 02:14:30,0
2013-07-31 02:14:45,0
2013-07-31 02:15:00,0
2013-07-31 02:15:15,0
2013-07-31 02:15:30,0
2013-07-31 02:15:45,0
2013-07-31 02:16:00,0
2013-07-31 02:16:15,0
2013-07-31 02:16:30,0
2013-07-31 02:16:45,0
2013-07-31 02:17:00,0
2013-07-31 02:17:15,0
2013-07-31 02:17:30,0
2013-07-31 02:17:45,0
2013-07-31 02:18:00,0
2013-07-31 02:18:15,0
2013-07-31 02:18:30,0
2013-07-31 02:18:45,0
2013-07-31 02:19:00,0
2013-07-31 02:19:15,0
2013-07-31 02:19:30,0
2013-07-31 02:19:45,0
2013-07-31 02:20:00,0
2013-07-31 02:20:15,0
2013-07-31 02:20:30,0
2013-07-31 02:20:45,0
2013-07-31 02:21:00,0
2013-07-31 02:21:15,0
2013-07-31 02:21:30,0
2013-07-31 02:21:45,0
2013-07-31 02:22:00,0
2013-07-31 02:22:15,0
2013-07-31 02:22:30,0
2013-07-31 02:22:45,0
2013-07-31 02:23:00,0
2013-07-31 02:23:15,0
2013-07-31 02:23:30,0
2013-07-31 02:23:45,0
2013-07-31 02:24:00,0
2013-07-31 02:24:15,0
2013-07-31 02:24:30,0
2013-07-31 02:24:45,0
2013-07-31 02:25:00,0
2013-07-31 02:25:15,0
2013-07-31 02:25:30,0
2013-07-31 02:25:45,0
2013-07-31 02:26:00,0
2013-07-31 02:26:15,0
2013-07-31 02:26:30,0
2013-07-31 02:26:45,0
2013-07-31 02:27:00,0
2013-07-31 02:27:15,0
2013-07-31 02:27:30,0
2013-07-31 02:27:45,0
2013-07-31 02:28:00,0
2013-07-31 02:28:15,0
2013-07-31 02:28:30,0
2013-07-31 02:28:45,0
2013-07-31 02:29:00,0
2013-07-31 02:29:15,0
2013-07-31 02:29:30,0
2013-07-31 02:29:45,0
2013-07-31 02:30:00,0
2013-07-31 02:30:15,0
2013-07-31 02:30:30,0
2013-07-31 02:30:45,0
2013-07-31 02:31:00,0
2013-07-31 02:31:15,0
2013-07-31 02:31:30,0
2013-07-31 02:31:45,0
2013-07-31 02:32:00,0
2013-07-31 02:32:15,0
2013-07-31 02:32:30,0
2013-07-31 02:32:45,0
2013-07-31 02:33:00,0
2013-07-31 02:33:15,0
2013-07-31 02:33:30,0
2013-07-31 02:33:45,0
2013-07-31 02:34:00,0
2013-07-31 02:34:15,0
2013-07-31 02:34:30,0
2013-07-31 02:34:45,0
2013-07-31 02:35:00,0
2013-07-31 02:35:15,0
2013-07-31 02:35:30,0
2013-07-31 02:35:45,0
2013-07-31 02:36:00,0
2013-07-31 02:36:15,0
2013-07-31 02:36:30,0
2013-07-31 02:36:45,0
2013-07-31 02:37:00,0
2013-07-31 02:37:15,0
2013-07-31 02:37:30,0
2013-07-31 02:37:45,0
2013-07-31 02:38:00,0
2013-07-31 02:38:15,0
2013-07-31 02:38:30,0
2013-07-31 02:38:45,0
2013-07-31 02:39:00,0
2013-07-31 02:39:15,0
2013-07-31 02:39:30,0
2013-07-31 02:39:45,0
2013-07-31 02:40:00,0
2013-07-31 02:40:15,0
2013-07-31 02:40:30,0
2013-07-31 02:40:45,0
2013-07-31 02:41:00,0
2013-07-31 02:41:15,0
2013-07-31 02:41:30,0
2013-07-31 02:41:45,0
2013-07-31 02:42:00,0
2013-07-31 02:42:15,0
2013-07-31 02:42:30,0
2013-07-31 02:42:45,0
2013-07-31 02:43:00,0
2013-07-31 02:43:15,0
2013-07-31 02:43:30,0
2013-07-31 02:43:45,0
2013-07-31 02:44:00,0
2013-07-31 02:44:15,0
2013-07-31 02:44:30,0
2013-07-31 02:44:45,0
2013-07-31 02:45:00,0
2013-07-31 02:45:15,0
2013-07-31 02:45:30,0
2013-07-31 02:45:45,0
2013-07-31 02:46:00,0
2013-07-31 02:46:15,0
2013-07-31 02:46:30,0
2013-07-31 02:46:45,0
2013-07-31 02:47:00,0
2013-07-31 02:47:15,0
2013-07-31 02:47:30,0
2013-07-31 02:47:45,0
2013-07-31 02:48:00,0
2013-07-31 02:48:15,0
2013-07-31 02:48:30,0
2013-07-31 02:48:45,0
2013-07-31 02:49:00,0
2013-07-31 02:49:15,0
2013-07-31 02:49:30,0
2013-07-31 02:49:45,0
2013-07-31 02:50:00,0
2013-07-31 02:50:15,0
2013-07-31 02:50:30,0
2013-07-31 02:50:45,0
2013-07-31 02:51:00,0
2013-07-31 02:51:15,0
2013-07-31 02:51:30,0
2013-07-31 02:51:45,0
2013-07-31 02:52:00,0
2013-07-31 02:52:15,0
2013-07-31 02:52:30,0
2013-07-31 02:52:45,0
2013-07-31 02:53:00,0
2013-07-31 02:53:15,0
2013-07-31 02:53:30,0
2013-07-31 02:53:45,0
2013-07-31 02:54:00,0
2013-07-31 02:54:15,0
2013-07-31 02:54:30,0
2013-07-31 02:54:45,0
2013-07-31 02:55:00,0
2013-07-31 02:55:15,0
2013-07-31 02:55:30,0
2013-07-31 02:55:45,0
2013-07-31 02:56:00,0
2013-07-31 02:56:15,0
2013-07-31 02:56:30,0
2013-07-31 02:56:45,0
2013-07-31 02:57:00,0
2013-07-31 02:57:15,0
2013-07-31 02:57:30,0
2013-07-31 02:57:45,0
2013-07-31 02:58:00,0
2013-07-31 02:58:15,0
2013-07-31 02:58:30,0
2013-07-31 02:58:45,0
2013-07-31 02:59:00,0
2013-07-31 02:59:15,0
2013-07-31 02:59:30,0
2013-07-31 02:59:45,0
2013-07-31 03:00:00,0
2013-07-31 03:00:15,0
2013-07-31 03:00:30,0
2013-07-31 03:00:45,0
2013-07-31 03:01:00,0
2013-07-31 03:01:15,0
2013-07-31 03:01:30,0
2013-07-31 03:01:45,0
2013-07-31 03:02:00,0
2013-07-31 03:02:15,0
2013-07-31 03:02:30,0
2013-07-31 03:02:45,0
2013-07-31 03:03:00,0
2013-07-31 03:03:15,0
2013-07-31 03:03:30,0
2013-07-31 03:03:45,0
2013-07-31 03:04:00,0
2013-07-31 03:04:15,0
2013-07-31 03:04:30,0
2013-07-31 03:04:45,0
2013-07-31 03:05:00,0
2013-07-31 03:05:15,0
2013-07-31 03:05:30,0
2013-07-31 03:05:45,0
2013-07-31 03:06:00,0
2013-07-31 03:06:15,0
2013-07-31 03:06:30,0
2013-07-31 03:06:45,0
2013-07-31 03:07:00,0
2013-07-31 03:07:15,0
2013-07-31 03:07:30,0
2013-07-31 03:07:45,0
2013-07-31 03:08:00,0
2013-07-31 03:08:15,0
2013-07-31 03:08:30,0
2013-07-31 03:08:45,0
2013-07-31 03:09:00,0
2013-07-31 03:09:15,0
2013-07-31 03:09:30,0
2013-07-31 03:09:45,0
2013-07-31 03:10:00,0
2013-07-31 03:10:15,0
2013-07-31 03:10:30,0
2013-07-31 03:10:45,0
2013-07-31 03:11:00,0
2013-07-31 03:11:15,0
2013-07-31 03:11:30,0
2013-07-31 03:11:45,0
2013-07-31 03:12:00,0
2013-07-31 03:12:15,0
2013-07-31 03:12:30,0
2013-07-31 03:12:45,0
2013-07-31 03:13:00,0
2013-07-31 03:13:15,0
2013-07-31 03:13:30,0
2013-07-31 03:13:45,0
2013-07-31 03:14:00,0
2013-07-31 03:14:15,0
2013-07-31 03:14:30,0
2013-07-31 03:14:45,0
2013-07-31 03:15:00,0
2013-07-31 03:15:15,0
2013-07-31 03:15:30,0
2013-07-31 03:15:45,0
2013-07-31 03:16:00,0
2013-07-31 03:16:15,0
2013-07-31 03:16:30,0
2013-07-31 03:16:45,0
2013-07-31 03:17:00,0
2013-07-31 03:17:15,0
2013-07-31 03:17:30,0
2013-07-31 03:17:45,0
2013-07-31 03:18:00,0
2013-07-31 03:18:15,0
2013-07-31 03:18:30,0
2013-07-31 03:18:45,0
2013-07-31 03:19:00,0
2013-07-31 03:19:15,0
2013-07-31 03:19:30,0
2013-07-31 03:19:45,0
2013-07-31 03:20:00,0
2013-07-31 03:20:15,0
2013-07-31 03:20:30,0
2013-07-31 03:20:45,0
2013-07-31 03:21:00,0
2013-07-31 03:21:15,0
2013-07-31 03:21:30,0
2013-07-31 03:21:45,0
2013-07-31 03:22:00,0
2013-07-31 03:22:15,0
2013-07-31 03:22:30,0
2013-07-31 03:22:45,0
2013-07-31 03:23:00,0
2013-07-31 03:23:15,0
2013-07-31 03:23:30,0
2013-07-31 03:23:45,0
2013-07-31 03:24:00,0
2013-07-31 03:24:15,0
2013-07-31 03:24:30,0
2013-07-31 03:24:45,0
2013-07-31 03:25:00,0
2013-07-31 03:25:15,0
2013-07-31 03:25:30,0
2013-07-31 03:25:45,0
2013-07-31 03:26:00,0
2013-07-31 03:26:15,0
2013-07-31 03:26:30,0
2013-07-31 03:27:15,0
2013-07-31 03:27:00,0
2013-07-31 03:26:45,0
2013-07-31 03:27:30,0
2013-07-31 03:27:45,0
2013-07-31 03:28:00,0
2013-07-31 03:28:15,0
2013-07-31 03:28:30,0
2013-07-31 03:28:45,0
2013-07-31 03:29:00,0
2013-07-31 03:29:15,0
2013-07-31 03:29:30,0
2013-07-31 03:29:45,0
2013-07-31 03:30:00,0
2013-07-31 03:30:15,0
2013-07-31 03:30:30,0
2013-07-31 03:30:45,0
2013-07-31 03:31:00,0
2013-07-31 03:31:15,0
2013-07-31 03:31:30,0
2013-07-31 03:31:45,0
2013-07-31 03:32:00,0
2013-07-31 03:32:15,0
2013-07-31 03:32:30,0
2013-07-31 03:32:45,0
2013-07-31 03:33:00,0
2013-07-31 03:33:15,0
2013-07-31 03:33:30,0
2013-07-31 03:33:45,0
2013-07-31 03:34:00,0
2013-07-31 03:34:15,0
2013-07-31 03:34:30,0
2013-07-31 03:34:45,0
2013-07-31 03:35:00,0
2013-07-31 03:35:15,0
2013-07-31 03:35:30,0
2013-07-31 03:35:45,0
2013-07-31 03:36:00,0
2013-07-31 03:36:15,0
2013-07-31 03:36:30,0
2013-07-31 03:36:45,0
2013-07-31 03:37:00,0
2013-07-31 03:37:15,0
2013-07-31 03:37:30,0
2013-07-31 03:37:45,0
2013-07-31 03:38:00,0
2013-07-31 03:38:15,0
2013-07-31 03:38:30,0
2013-07-31 03:38:45,0
2013-07-31 03:39:00,0
2013-07-31 03:39:15,0
2013-07-31 03:39:30,0
2013-07-31 03:39:45,0
2013-07-31 03:40:00,0
2013-07-31 03:40:15,0
2013-07-31 03:40:30,0
2013-07-31 03:40:45,0
2013-07-31 03:41:00,0
2013-07-31 03:41:15,0
2013-07-31 03:41:30,0
2013-07-31 03:41:45,0
2013-07-31 03:42:00,0
2013-07-31 03:42:15,0
2013-07-31 03:42:30,0
2013-07-31 03:42:45,0
2013-07-31 03:43:00,0
2013-07-31 03:43:15,0
2013-07-31 03:43:30,0
2013-07-31 03:43:45,0
2013-07-31 03:44:00,0
2013-07-31 03:44:15,0
2013-07-31 03:44:30,0
2013-07-31 03:44:45,0
